Sent,Tm,Lex,Luhn,Lsa,Tr,LDA
what started as a local controversy in salt lake city has evolved into a full blown international scandal.,163,0.0022223054074357604,67,0.18097862903579512,0.004564252023674742,0.9343815782848446
the international olympic committee has ordered a top level investigation into the payment of nearly dlrs in scholarships to relatives of ioc members by the salt lake group which won the bid for the winter games.,386,0.00944032793889907,124,0.2229941683611989,0.004794647340050631,0.9609100886602017
ioc executive board member marc hodler said the scholarship fund described as humanitarian aid by salt lake officials amounted to a bribe.,374,0.006947454863517845,90,0.08128606317308294,0.004528725982550046,0.9514774090396529
i m terribly sorry that even salt lake city by far the best place to hold the winter games had to use certain methods in order to get the vote hodler said.,256,0.0040100664261397394,61,0.09097779796452332,0.004586945430534512,0.9399281208386896
ioc president juan antonio samaranch assigned the international body s juridical commission which deals with legal and ethical issues to investigate.,181,0.003392439266977581,106,-0.0751268386744089,0.004517521751028706,0.9564473285944984
the inquiry will be headed by ioc vice president keba mbaye of senegal a highly respected former world court judge.,131,0.0030174880522881764,73,0.012411330934727752,0.004317638172417398,0.9489229799635834
the scholarship fund was first disclosed two weeks ago by a salt lake radio station.,129,0.0034414597676042176,50,0.20717522678338282,0.004437398840159766,0.9308393050369708
the controversy is now bound to overshadow the routine progress report which the salt lake olympic committee sloc is scheduled to make to the ioc executive board this weekend.,340,0.0057606587806396095,110,0.07432676965262268,0.004737480554870277,0.8096954259707169
sloc president frank joklik who arrived in lausanne friday welcomed the ioc investigation.,148,0.00398353665820437,67,0.050462205724739015,0.004288259295734458,0.937539649682944
i think that s who the matter should be taken up by he told the associated press.,9,0.0029541036253551965,15,7.749912076196463e-05,0.004186135762179424,0.8165643330352509
of course we intend to collaborate fully with the ioc and its investigation.,91,0.0019246559449658024,38,0.0016375379872146517,0.004110052572497564,0.8815314000353583
joklik expressed concern that the case had harmed salt lake s image.,122,0.0034882975876490852,41,0.16115189276778735,0.004221274584884279,0.9054830345274975
i appreciate the perception of this matter is bad now he said.,7,0.0032560261945709266,19,0.0024985509298588687,0.0036534930858289462,0.5225890000565605
asked about hodler s accusation of bribery joklik said he hadn t seen the remarks yet and couldn t reply directly.,87,0.003078381319466455,62,-0.08782914775910347,0.0036536977220353742,0.9359470562341754
but he sought to distance himself from the allegations by making a distinction between the actions of the bidding committee and the current organizing committee.,108,0.0035918115355556284,85,0.008951949131149658,0.004728752275761887,0.9383955940340614
presumably hodler s remarks are related to actions of the bid commitee before joklik said.,112,0.0018977990702748343,42,-0.008238453200334901,0.003997676947632925,0.9083165639746718
the organizing committee certainly has people of integrity and ethical standards that would stand any investigation.,70,0.0024448048031203073,65,0.09155400336311731,0.004426582346723862,0.9235766493923441
the facts were in the early s when the bid committee was operating.,84,0.002724441736506229,28,0.1108089898191214,0.004703943653765578,0.8823464311965634
u.s. olympic committee deputy secretary general john krimsky described the controversy as disruptive for salt lake s image and preparations for the games.,218,0.0036935246985997624,98,0.16125439860459603,0.004563127309215045,0.949867663702891
it doesn t do us any good at all he said.,3,0.0025776250905371004,9,0.001781356285468967,0.0027915688823716206,0.7752270640916946
i hope we see a speedy resolution to judge mbaye s review.,12,0.004138924728966397,36,0.0005726403111089137,0.003813289089877836,0.9023606267040053
i hope it will be a footnote.,4,0.0034435261707988977,12,0.0004306252261136889,0.003242602500401123,0.7560214466314572
i hope it never becomes a chapter.,4,0.0034435261707988977,11,0.0004255584356569795,0.0036889348094593776,0.7560212135964473
salt lake organizers th graf pvs moving quickly to tackle an escalating corruption scandal ioc leaders questioned salt lake city officials friday in the first ever investigation into alleged vote buying by an olympic city.,467,0.0060983681951903715,146,0.18607013285053334,0.004758579886431395,0.9662220556135853
acting with unusual speed the international olympic committee set up a special investigative panel that immediately summoned the organizers of the salt lake games to address the bribery allegations.,221,0.0029930187601688273,135,0.09191866503641084,0.004719694977980727,0.9642082878551235
the chief investigator refused to rule out the possibility of taking the games away from salt lake city though that scenario is considered highly unlikely.,170,0.004580674408090827,80,0.21173741794571,0.004746810625959609,0.9459016286854595
frank joklik president of the salt lake organizing committee and sloc senior vice president dave johnson appeared before the ioc panel for minutes friday night.,337,0.005502547533092062,112,0.17737737639444917,0.004561296546489415,0.964937820091779
both sides declined to comment after the talks saying the inquiry was still in process.,18,0.004646690419445003,36,0.036990670416757084,0.004401781073596859,0.6335848283871532
earlier joklik met with ioc president juan antonio samaranch and other top officials to provide information and documents on the case.,174,0.004660978137881796,88,-0.06064113240623218,0.00469503838672732,0.951047159566939
the controversy centers on the payment of nearly dlrs in scholarships to relatives of ioc members by the salt lake bid committee which won the right to stage the games.,311,0.00813102018372122,88,0.32141883828775575,0.004738727841898379,0.5622312282676829
senior ioc executive board member marc hodler said the scholarship fund described as humanitarian aid by salt lake officials amounted to a bribe to sway votes in the election.,386,0.006392557462871291,112,0.01453475027434277,0.004697913586349136,0.9618911759988699
it s the most serious case of alleged ethical misconduct investigated by the ioc since former u.s. member robert helmick was accused of conflict of interest in .,141,0.003248393927755238,82,-0.003574894221391803,0.0042534627458447605,0.9381093166191945
helmick eventually resigned both as an ioc member and as president of the u.s. olympic committee.,230,0.0060049034375373326,57,-0.06623337702431858,0.004452225971326749,0.559248548425046
this is the first time the ioc has ever investigated possible bribery by bidding cities despite previous rumors and allegations of corruption in other olympic votes.,147,0.005995676605487161,80,-0.11860457361869783,0.004591133286242352,0.9444836897607402
the executive board takes this matter very seriously said dick pound the ioc vice president heading the salt lake inquiry.,269,0.006995780197729058,68,0.1263632836441132,0.004651740641554021,0.9455096231118498
despite many requests made in the past or evidence to support rumors that have been floating around we have never had anything come forward.,10,0.0015785509370288971,47,-0.04867330084009873,0.004474881901131581,0.9171428898153431
specific allegations have now been made.,1,0.00301119557499663,22,-0.14597081157021524,0.004159994909587957,0.8297658170667649
the executive board acted very quickly to investigate.,52,0.003666349084162483,35,-0.06131229687719443,0.00440169492030681,0.8827599356978975
also on the investigative panel are ioc vice president keba mbaye executive board members jacques rogge and thomas bach and ioc director general francois carrard.,278,0.004549968410030909,117,-0.04239681585802922,0.0038327294670284073,0.9602094708566417
pound said the panel would investigate allegations that there may or may not have been payments for the benefit of members of the ioc or their families connected with the salt lake city bid.,288,0.006799757720355259,82,0.16893039535186727,0.004702433661220385,0.9439973044636929
pound a canadian lawyer said there was no deadline for completion of the investigation but said it was possible the inquiry could be wrapped up this weekend.,31,0.001865311337194844,68,0.04342959270516408,0.004278817231606725,0.9241254244002298
pound declined to speculate on what if any sanctions could be taken against salt lake but did not rule out moving the games elsewhere.,124,0.005110006556044308,49,0.20566795425594875,0.004359577637530092,0.6405171340884727
we re not going to make any conclusions or any speculations as to what we may decide until we know what the facts are he said.,23,0.0018527420686510283,35,-0.047338938129836625,0.004451558605527156,0.8838393083231469
moving the games would be unprecedented and with just over three years to go would be a logistical nightmare.,10,0.0019744794216540996,44,-0.0067969780212018965,0.004092783098484878,0.8794078551032858
most of the facilities needed for the games in salt lake already are built.,105,0.0025813583676938512,29,0.18724608214544697,0.004117131177596786,0.8911779002545818
john krimsky deputy secretary general of the u.s. olympic committee discounted any possibility of the games being moved.,115,0.003205932267956701,76,0.04723832338873701,0.004541464618233358,0.9286015207589933
there is no chance at all absolutely none in my mind he said.,6,0.00361068294177677,20,0.0038111884448592697,0.003853813456270342,0.8329939688890826
i can t be stronger in saying i don t consider it a possibility whatsoever of the games being withdrawn from salt lake city.,162,0.005837289563104615,54,0.1682680428581677,0.0045824437554853195,0.9299123126416854
salt lake organizers have denied that the bid committee s dlrs project was an effort to buy key ioc members support in the four years between votes on the and winter games.,315,0.00762763686183586,90,0.1278441511895,0.004838605369567664,0.9601889566383521
salt lake lost the race to nagano japan in when the program was begun.,123,0.0029805725490465477,39,0.18462872398796837,0.004311418233646064,0.9192459167904994
it won a landslide vote over sion switzerland for the games in the balloting.,44,0.0024104091753559334,41,-0.05170232844243776,0.0038532499205658956,0.9142449094906349
from to the bid committee under the direction of former president thomas welch spent nearly dlrs on scholarships to individuals six of them relatives of ioc members mostly from africa.,235,0.006100944151565965,94,0.24554157584431213,0.004732537948765286,0.8286907359237584
olympic rules prohibit bidding cities from giving ioc members or their relatives any presents or benefits exceeding a value of dlrs .,155,0.0052575368995469735,75,0.08474286062501746,0.004665362205168495,0.9437220345668716
i ve already stated i do not regard what was done as a bribe joklik said friday.,31,0.001664039169641565,30,0.027624988305098762,0.004289228890129962,0.9036515575215153
i recognize there have been perceptions contrary to that.,2,0.0025795141497620836,27,-0.0024981630221110407,0.0031406916791010342,0.8329750290296992
i regret those perceptions but i don t feel they are justified.,12,0.004673415876993657,32,-0.0450617208622461,0.003584631852273353,0.8873617707114506
joklik was chairman of the bid committee at the time the no. official behind welch.,133,0.006380224032105171,43,0.1648756096360338,0.004421432854115534,0.5949113571061924
welch resigned last year as president of the organizing committee after being accused of domestic violence against his wife.,95,0.0037263185254348915,69,0.022519993576495447,0.0045812593864868155,0.8039453718984115
he currently serves as a sloc consultant.,9,0.0014161833550129434,19,0.027246117026522708,0.003293838573821834,0.8318057454173058
the organizing committee certainly has people of integrity and ethical standards that would stand any investigation joklik said.,84,0.0031141060002290257,71,0.09850324798517476,0.004414833787309106,0.9297371376084714
the facts were in the early s when the bid committee was operating.,84,0.002724441736506229,28,0.1108089898191214,0.004703943653765578,0.8823464311965634
among those identified as receiving scholarship funds was sonia essomba the daughter of the late rene essomba of cameroon.,31,0.00300348933935264,73,0.05933461069591619,0.003516371829898372,0.9430010415367063
the elder essomba a prominent surgeon was the secretary general of the national olympic committees of africa.,61,0.002208157373263859,72,0.03384075994591903,0.004111765530029593,0.9343311568041901
following is the text of the rules on gifts and benefits that were in force during the bidding for the winter olympics the finalist cities as well as third parties acting for them or on their behalf or in their favor are forbidden to give ioc members as well as their blood relations relatives by marriage guests or companions any presents liberalities or direct or indirect benefits other than souvenirs ot small presents of a total value which shall in no case exceed u.s. dlrs per person.,165,0.00198423119705509,219,0.09492453251180202,0.00465362874920611,0.9816542864149015
finalist cities and any third parties acting for them or on their behalf or in their favor are forbidden to conclude with ioc members their relations relatives by marriage their guests or companions agreements transactions or any other contracts.,96,0.0015764708658350696,120,0.043592775986813014,0.004550583388046314,0.9639111476923062
in the event of a serious breach of the present regulations the ioc executive board may further propose to the ioc session that it exclude the city having breached the regulation from the contest for the games.,267,0.002128285138457138,100,-0.010460884590248224,0.004662948720611461,0.9556715952916294
a top ioc official on saturday made explosive allegations of widespread olympic corruption saying agents demand up to dlrs million to deliver votes in the selection of host cities.,216,0.006090102578581251,122,-0.20724397169158515,0.004752354236435936,0.9635047008485178
marc hodler a senior member of the international olympic committee executive board alleged malpractices in the voting for the atlanta games sydney olympics and salt lake games.,391,0.009658041913910714,124,-0.05771516526087031,0.004691883129280825,0.9622898025304002
hodler said a group of four agents including one ioc member have been involved in promising votes for payment.,202,0.005446533819911783,59,-0.23686248473761864,0.004629374057616558,0.9364700117074192
he declined to identify them.,3,0.0024951870315573603,15,0.019648204281081758,0.0032872389581017685,0.744248455378952
the four agents try to make a living out of this he said.,19,0.0038331363322448354,13,-0.2526287094121472,0.004095255712254564,0.8329319876919653
i missed a chance to be a rich man.,8,0.00361068294177677,17,0.00728724299663298,0.004008497220877097,0.8665189667382925
some of the agents do the following they say i can offer this or that number of votes.,13,0.00421399285115461,20,-0.30209214549701185,0.004460502951656159,0.862978457619903
the price wold be between dlrs and dlrs million for a number of votes a bloc.,70,0.0025324120405602157,38,-0.058210310052731605,0.003794553281576645,0.9252489134760901
hodler added that the agents then charge the city winning the bid something like dlrs million to dlrs millon.,204,0.005299000794231286,51,-0.048689397067104734,0.004162570492981386,0.657744284291169
hodler an year old swiss lawyer said there is one agent who boasts that no city has ever won the olympic games without his help.,187,0.0075741152270065734,49,-0.1745835275252689,0.004525192823399759,0.9352352441138546
no one can prove that hodler said.,61,0.0019020758303121385,11,-0.15289433138281255,0.0032206809602788105,0.7676680540704652
ioc president juan antonio samaranch immediately disassociated himself from hodler s allegations.,210,0.004389225866580737,71,-0.2408063710730578,0.003879162971089322,0.9307181294530281
the only official spokeman for the ioc executive board is director general francois carrard samaranch said.,191,0.003772699172819846,72,-0.11902963891665092,0.0038160783852082165,0.9272566677089193
all the other comments are personal comments.,2,0.002175982937164294,22,0.060615548958137706,0.00380229812494798,0.8331912236454093
they are not official comments.,18,0.0037591334053893267,15,0.06345322037024057,0.003919659197785775,0.4458051728893641
hodler s allegations made to a group of reporters came as the ioc continued investigations into alleged financial misconduct by the salt lake city group which won the bid for the games.,346,0.006903871591750734,109,0.06654050291728647,0.004814467701426824,0.9604517323323641
hodler has described as a bribe the dlrs scholarship fund set up by salt lake which benefited the relatives of six ioc members.,308,0.007745111048471874,65,0.2388596373312433,0.004450399037598586,0.9312868643566121
it also came as the former minister in charge of sydney s olympic bid revealed he was asked to offer bribes in exchange for votes.,99,0.006144370990631984,61,-0.17466953135608396,0.00466345769989456,0.9392113823447527
bruce baird the former new south wales minister said he refused.,13,0.002073054901592854,34,-0.003923775519219692,0.0037104132762021767,0.9016171199036627
asked whether atlanta s victory in the vote for the games was clean hodler said certainly not.,122,0.007173275466498861,36,-0.3295260364193289,0.004427170013191728,0.9081059209630075
asked whether sydney s election was clean he said i would be surprised.,30,0.005730363526857592,31,-0.23934283112416066,0.004449842692829219,0.8797417093438724
i know what happened,1,0.004132231404958678,6,-0.001210651512427359,0.0032647171283145104,0.6662009156369364
but i don t want to disclose it.,10,0.0022682215393246613,11,-0.055016161484483746,0.0033247109288117123,0.77764328711208
i can t imagine that sydney is different from the others he said.,11,0.002294552632968856,13,-0.07321441755673928,0.0033954108538808364,0.472087306663461
sydney pretends it is completely clean clean clean.,56,0.0028902101393980663,38,-0.21033713627580636,0.003605241744219419,0.9045269144551338
hodler contested the argument by the current salt lake organizing committee that it was not directly involved in the controversial scholarship program and that the onus was on former bid chief thomas welch.,301,0.0048929996441167516,122,0.26500154645483404,0.00474748810197675,0.9594950754853441
yesterday the lawyer of salt lake city said everything had been done by tom welch who is not there any more.,159,0.004064326017016172,35,0.30058712839362145,0.00417293534637292,0.9128650529051411
we know nothing.,1,0.004132231404958678,0,0.0,0.0006309337914645932,0.3333333333333333
my experience is that this is not true.,4,0.004132231404958678,14,-0.002974075439739879,0.003694271888826246,0.7763982051926153
the controversy centers on scholarships including tuition assistance and athlete training programs paid to relatives of ioc members by the salt lake bid committee.,279,0.004873089678512094,114,0.31798438200860984,0.0045662914804123905,0.9599991893716632
from to the committee under the direction of welch spent nearly dlrs on scholarships to individuals six of them relatives of ioc members mostly from africa.,171,0.0047031825730316865,76,0.2297283750176409,0.004595717933833082,0.9409423317914319
the current sloc president frank joklik was chairman of the bid committee at the time.,151,0.005605313425089326,55,0.13582873714294116,0.004366739741891521,0.9269687053640289
sloc vice president dave johnson was also a high official on the bid committee.,147,0.0040474536345911265,52,0.13839269943432697,0.004494931778560652,0.9311960851961734
a top ioc official on saturday made explosive allegations of widespread olympic corruption saying agents demand up to dlrs million to deliver votes in the selection of host cities.,216,0.006090102578581251,122,-0.20724397169158515,0.004752354236435936,0.9635047008485178
marc hodler a senior member of the international olympic committee executive board alleged malpractices in the bid campaigns for the games of and .,297,0.006901421472921762,97,-0.08442483080880245,0.00468158059549057,0.9502719775562717
hodler said a group of four agents including one ioc member have been involved in promising votes for payment.,202,0.005446533819911783,59,-0.23686248473761864,0.004629374057616558,0.9364700117074192
he declined to identify them.,3,0.0024951870315573603,15,0.019648204281081758,0.0032872389581017685,0.744248455378952
the four agents try to make a living out of this he said.,19,0.0038331363322448354,13,-0.2526287094121472,0.004095255712254564,0.8329319876919653
i missed a chance to be a rich man.,8,0.00361068294177677,17,0.00728724299663298,0.004008497220877097,0.8665189667382925
some of the agents do the following they say i can offer this or that number of votes.,13,0.00421399285115461,20,-0.30209214549701185,0.004460502951656159,0.862978457619903
the price would be between dlrs and dlrs million for a number of votes a bloc.,69,0.002609935834226384,34,-0.06193166894099125,0.003829593962093367,0.9159386955259382
hodler added that the agents then charge the city winning the bid something like dlrs million to dlrs millon.,204,0.005299000794231286,51,-0.048689397067104734,0.004162570492981386,0.657744284291169
hodler an year old swiss lawyer said there is one agent who boasts that no city has ever won the olympic games without his help.,187,0.0075741152270065734,49,-0.1745835275252689,0.004525192823399759,0.9352352441138546
no one can prove that hodler said.,61,0.0019020758303121385,11,-0.15289433138281255,0.0032206809602788105,0.7676680540704652
it could be possible.,0,0.004132231404958678,0,0.0,0.0006309337914645932,0.3333333333333333
he said he believed agents had been buying and selling votes for the past years.,6,0.004008614751399838,31,-0.19574812613153836,0.004544071850529025,0.9135678837765544
there are four agents we know he said.,1,0.0019697039355850167,5,-0.28206314113617537,0.0028487017021557835,0.6664425571634076
one is an ioc member.,123,0.007741896593627194,9,-0.07474938760677062,0.00390365235485083,0.7416252639480011
he promises he will give enough votes so the biddding city can win.,65,0.0027520542392301312,28,-0.01625824014209295,0.0043560653146324955,0.8821279630010216
asked whether all olympic votes are tainted hodler said i know of so many times.,96,0.006685587386980675,29,-0.25878433357319136,0.004530500744789947,0.6281305800668385
there is a good chance it is always the case.,11,0.006180785062167556,14,0.010914222121031476,0.004397368658653934,0.5415157629342897
ioc president juan antonio samaranch immediately disassociated himself from hodler s allegations.,210,0.004389225866580737,71,-0.2408063710730578,0.003879162971089322,0.9307181294530281
the only official spokeman for the ioc executive board is director general francois carrard samaranch said.,191,0.0037726991728198487,72,-0.11902963891665092,0.0038160783852082165,0.9272566677089193
all the other comments are personal comments.,2,0.002175982937164294,22,0.060615548958137706,0.00380229812494798,0.8331912236454093
they are not official comments.,18,0.0037591334053893267,15,0.06345322037024057,0.003919659197785776,0.4458051728893641
hodler s allegations made to a group of reporters came as the ioc continued investigations into alleged financial misconduct by the salt lake city group which won the bid for the games.,346,0.006903871591750734,109,0.06654050291728647,0.004814467701426825,0.9604517323323641
hodler has described as a bribe the dlrs scholarship fund set up by salt lake which benefited the relatives of six ioc members.,308,0.0077451110484718705,65,0.2388596373312433,0.004450399037598586,0.9312868643566121
