,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.09482760730436161,0.12411731274900163,0.16557548268979203,0.13070512249694188,0.127383505545032,0.20878652866857242,0.0970266036459287,0.08792568894525553,0.16666152521334485,0.11755752380398381,0.12714018829065785,0.18438786978982566
1,"'Lex', 'LDA'",0.09092882558132262,0.1326256753033358,0.15880428849673145,0.11965258310687926,0.1299943628497418,0.19592271774531483,0.095888535481442,0.09154414977080919,0.1661665480456265,0.11401893321612862,0.1322750958788188,0.17904347460425737
2,"'Lex', 'Lsa'",0.0916797285052462,0.12762126191107895,0.15910538202700883,0.12213228212511643,0.12681302989184354,0.1980196844858349,0.09617842709596247,0.08985340972940485,0.16588785656194363,0.1138349652598595,0.12852930785728697,0.17857927481812705
3,"'Lex', 'Lsa', 'LDA'",0.09254636584136267,0.12750820964483173,0.15978094498047252,0.1236797274174027,0.126870395062081,0.1994639548489241,0.09584722613719744,0.08963900130543473,0.16477104938389034,0.1138200000652146,0.12781310590921652,0.17800268980632158
4,"'Lex', 'Lsa', 'Tr'",0.09507290118119717,0.1264469895250118,0.17692238625737597,0.1296553110811524,0.12806382400872643,0.21494604674571938,0.09914462594808109,0.09312010732466694,0.1687128943531295,0.11844245985130276,0.12938624168607424,0.19227473701099365
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.09412677310605311,0.12570207694075494,0.17285568345082,0.12813220537599554,0.12653160114899734,0.2120690996837082,0.09791877767612903,0.09041665196592769,0.16858981345759477,0.11749652285184933,0.12806333523593236,0.18857605358070323
6,"'Lex', 'Luhn'",0.09904725421612194,0.15853553289336555,0.16869267486772876,0.11825719394308193,0.15321938839539964,0.19203912241697735,0.1025675709742793,0.10811209075231397,0.17692928104409814,0.11647945405348871,0.1539532291449829,0.18274132386376568
7,"'Lex', 'Luhn', 'LDA'",0.09677982512975383,0.15611808538813204,0.16057654871935478,0.11634634381256802,0.150905113338951,0.1861043598799594,0.10061785261767486,0.10721393489317672,0.1723264900475128,0.1148142800118934,0.15115412942133816,0.17832756626745722
8,"'Lex', 'Luhn', 'Lsa'",0.09554106123774923,0.14736376608861118,0.15561756799666518,0.11705655750951527,0.14320960032937458,0.18514468846117818,0.09990384564215847,0.10036555807587913,0.1713913903610335,0.11579387213473871,0.14429002774000907,0.17676961792624646
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.09448625344249593,0.14360745809104888,0.15424340360095756,0.1170821766669327,0.1395739624984397,0.18536343144560669,0.10002676768121443,0.0991415502313154,0.17020775225392595,0.11404777857295965,0.14081336918797382,0.1744082147905009
10,"'Lex', 'Luhn', 'Lsa', 'Tr'",0.09544159692745281,0.14401415042951546,0.1663168140140788,0.12054334572757522,0.14156459041217628,0.19645340499213765,0.09937269015132612,0.0988935375870826,0.17071647899328882,0.11609033656362898,0.1429297868601336,0.18290338001842915
11,"'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA'",0.09405946703994368,0.14110847470693533,0.1636298812195802,0.11960762259169473,0.13831648927531595,0.19552445624308284,0.09785497252996,0.09521505395778794,0.17166092011389505,0.11429071271459813,0.13951253300488392,0.18056292463973755
12,"'Lex', 'Luhn', 'Tr'",0.10128410248791447,0.14722493286441624,0.18450171614767547,0.1266502618201507,0.1450774721008088,0.20995161834268486,0.10239865321585458,0.10475444271821828,0.1749148784382179,0.11975705852637078,0.14746454453386923,0.1930541135907906
13,"'Lex', 'Luhn', 'Tr', 'LDA'",0.0986884697467013,0.14866306178692637,0.17610862237739366,0.12333655354927042,0.14567488491562344,0.20335774332107381,0.0998182222435705,0.1019756400553376,0.17346280933590938,0.11679728287517402,0.14757557042051228,0.18731040728965462
