,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.058228179754764714,0.09126713411466116,0.046718154473896,0.032129051542399825,0.050183870250642616,0.023896861347664545,0.027515122534437428,0.044948156108884516,0.022617497776583482,0.04208826164879016,0.06427748656610119,0.034331769850960064
1,"'Lex', 'LDA'",0.06761826820494192,0.09546221375664378,0.05911694849441047,0.03718102156156689,0.05286998198947467,0.030182870535435582,0.0329386567179504,0.042566617793226305,0.030982409788653572,0.050510641389879624,0.06922448140184663,0.045180551453141087
2,"'Lex', 'Lsa'",0.05797560198507571,0.08897275140188303,0.04845338605884398,0.030521136075520282,0.0505348148635955,0.02274701513814583,0.02924896244446996,0.0441615763157865,0.024685090307929567,0.04355381524843759,0.07390058001768562,0.03534188015524643
3,"'Lex', 'Lsa', 'LDA'",0.05535540389382257,0.08334378109151999,0.04654038435473567,0.028941545085134857,0.04659338897608325,0.02174427739178242,0.02813766027110134,0.041903221621606895,0.023964104269505182,0.044621597700922576,0.06851422265248114,0.036866352393880614
4,"'Lex', 'Lsa', 'Tr'",0.06424509001715273,0.10728852000481084,0.052269397931355426,0.03583898530801063,0.05636671704809623,0.02752552007354537,0.029970999872098582,0.05213068412125775,0.02522186516238447,0.04808007486777428,0.08394191483692376,0.03920002708196706
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.06357561083811714,0.09988676991512947,0.05284526887409966,0.034396070138279555,0.04870169874853349,0.027166026104139342,0.030130455643244156,0.04663853534067514,0.026260071016416423,0.046769482182855975,0.0706430739441355,0.03919911250397502
6,"'Lex', 'Luhn'",0.07917306913266989,0.10626889385619125,0.07869956312904239,0.04933589604231256,0.06302881443806543,0.04337345312711697,0.04106570236171534,0.05489027929902363,0.04040662858820627,0.058918476516284776,0.08175855898977859,0.05671523394578235
7,"'Lex', 'Luhn', 'LDA'",0.07028715266524341,0.09436971766720854,0.06184366869186775,0.04392203602096504,0.057910389169464796,0.03638483994762358,0.03590931742618042,0.049272010777918235,0.03127439189900392,0.06009938872253773,0.08352679147206016,0.05053358899802464
8,"'Lex', 'Luhn', 'Lsa'",0.07950715644224686,0.10944276751664374,0.06894417209052718,0.0527782943174922,0.07630719175345056,0.04210310161710348,0.04187790934108509,0.05628560807540805,0.03688843582608289,0.05724717121909739,0.0899965141168895,0.048051067692435084
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.07271866608487206,0.10110729493292006,0.06261942289120007,0.04297836247412699,0.061857750873153365,0.03399983670955782,0.03719876879444661,0.05154230957590511,0.03286448581967302,0.053558842127471924,0.08075872216469103,0.04510768911196046
10,"'Lex', 'Luhn', 'Lsa', 'Tr'",0.07059047609073275,0.10191939834430562,0.060881756364108974,0.04281033375738199,0.06398957015524079,0.033683613918806365,0.035974958784889086,0.05276941774804877,0.03169296155389612,0.04977903617363324,0.07901593673417233,0.04195085899043619
11,"'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA'",0.07120173306022924,0.09696433593015469,0.06208162862384212,0.03974534006317708,0.05602825639072125,0.031958667829997005,0.039019154915946215,0.05113514629935792,0.03492952986711371,0.05539366270529329,0.08083214549101644,0.047234556136791596
12,"'Lex', 'Luhn', 'Tr'",0.08188228057608328,0.10884234285609738,0.06694491857659512,0.0402666083416573,0.04826076258902007,0.03532946753909185,0.03973392332907195,0.053580172537837145,0.04190003549271504,0.05828684008376466,0.0772519737118469,0.04951747309631189
13,"'Lex', 'Luhn', 'Tr', 'LDA'",0.08224274825756643,0.10740330962104096,0.06958761120964886,0.042441066147596726,0.05138855531167691,0.037080049260909693,0.03940237329497547,0.05206332869722662,0.03478928260825686,0.06035853217992378,0.07944023133532485,0.05081919696474791
14,"'Lex', 'Tr'",0.0888340790422841,0.11069828651924957,0.0924660412794536,0.03799695373194806,0.04396002213488172,0.03498888875047203,0.04597602129996101,0.05650361215937205,0.061218668893559675,0.06596322634324317,0.08049040370536403,0.07099937290578125
15,"'Lex', 'Tr', 'LDA'",0.07612397677752741,0.10106982699637915,0.07380855191637964,0.036789519928856707,0.04415017042729128,0.03308200903525224,0.038964070954593664,0.047466897713523463,0.044431371845555415,0.054730326625028185,0.06965425862559195,0.0587305988789562
16,"'Lex',",0.07188945633218816,0.09775185526798627,0.06411710349815335,0.039899803975326796,0.05509960319424379,0.03302918331346705,0.037172667597470815,0.046673553189958514,0.03482816627070885,0.05225383418522259,0.07506602693511023,0.04606893958133762
17,"'Lsa', 'LDA'",0.05859542949129653,0.08999651822953884,0.048149396643811855,0.034924525512446174,0.05612439688345804,0.025909903139026955,0.0288804056835566,0.045558431034199064,0.023895465959878587,0.045484177310778064,0.07043296294707149,0.036897609909332565
18,"'Lsa', 'Tr'",0.06821665098516055,0.11541168722776245,0.05563449930841359,0.0367287396287473,0.05678789436850525,0.028371764195165926,0.030495287102452293,0.05648815714079474,0.025986599707574328,0.049372762899315824,0.08982212090713133,0.039239211768946465
19,"'Lsa', 'Tr', 'LDA'",0.0635661036604767,0.10271629660697704,0.05174252935421336,0.03315847285096994,0.0469228792354506,0.0261584773967506,0.02752237387708021,0.046473828093831854,0.024360104195557942,0.044624299267398956,0.0702507514913996,0.037605281937647124
20,"'Lsa',",0.055337247108554206,0.09055005746989574,0.045430792975190405,0.034201455671293596,0.056756799667622544,0.025175288933244448,0.026662603968003764,0.04378778429187174,0.02225680856462286,0.04310849370611236,0.07382988782324477,0.03437013150565927
21,"'Luhn', 'LDA'",0.07410675519667652,0.09959574973040618,0.06532799392894398,0.04446906721339888,0.05825280100866061,0.037125032177553696,0.040698593679416854,0.054081566606665576,0.03632151639443884,0.05752672027935619,0.0818449725674978,0.04836216535806236
22,"'Luhn', 'Lsa'",0.08188111213718763,0.11092420636063884,0.07095980804138004,0.05282494168148681,0.07648380895271165,0.04212179144713947,0.042177860430099974,0.056717407885670375,0.03703566399838699,0.06021218064225075,0.09109483796322435,0.05088470471329145
