,Model,rouge1_fmeasure,rouge1_precision,rouge1_recall,rouge2_fmeasure,rouge2_precision,rouge2_recall,rougeL_fmeasure,rougeL_precision,rougeL_recall,rougeLsum_fmeasure,rougeLsum_precision,rougeLsum_recall
0,"'LDA',",0.17281114654996713,0.24742657963477066,0.1568213007820047,0.19499850889916517,0.3528971370250728,0.15836022599267643,0.1490443200697915,0.28123213257029744,0.12372756574222005,0.1798334969895656,0.28153816528605724,0.15763293558174374
1,"'Lex', 'LDA'",0.16959892231649645,0.22427156875466783,0.1584885091202565,0.18841404558419958,0.33446339527327834,0.15792445918868492,0.14329515241651686,0.27647356222211744,0.12179820835336937,0.17615856656001508,0.2646497618067445,0.15877438702135246
2,"'Lex', 'Lsa'",0.17024466366962074,0.23428988189557584,0.15757320271581265,0.19251953233422653,0.3445148434182481,0.15915000944740307,0.14791813535463402,0.2796573391745034,0.125078311196666,0.17783286268232693,0.27286458430814226,0.15844904721363898
3,"'Lex', 'Lsa', 'LDA'",0.17095341666437003,0.23671205703448192,0.1579913671308795,0.19384199841129862,0.346438125200757,0.16011549643929895,0.14724321941426477,0.2785596506429546,0.12440401346739727,0.17888477163496344,0.2744864924483046,0.1591630428933899
4,"'Lex', 'Lsa', 'Tr'",0.16823569257612014,0.24826297115135024,0.1501991819168395,0.18757440729640198,0.36320606725420346,0.15041478127416918,0.14384185756786486,0.29090757009144075,0.11746569162174614,0.17391174965980027,0.287094428161069,0.15000066013952368
5,"'Lex', 'Lsa', 'Tr', 'LDA'",0.16922443838523857,0.24751957201652935,0.1524897832998853,0.1898701610937903,0.3602356360241846,0.15325209534843787,0.14586382901721667,0.28910642622577415,0.12015263548269049,0.17467332749822173,0.28506130171545735,0.15207427095654052
6,"'Lex', 'Luhn'",0.17142378227626684,0.1560692056022473,0.1577450238849895,0.17148907940866628,0.24012433178566686,0.1501747371146677,0.13852071276244834,0.22142810535862067,0.12267429623265654,0.16973139562709366,0.18850193410659086,0.15417665285299262
7,"'Lex', 'Luhn', 'LDA'",0.170662751714068,0.1686201900438925,0.15937655524410613,0.17377580441316817,0.2497222169357559,0.15279647077374672,0.13938560460021104,0.22921895549442867,0.12436703654933082,0.1706806658193949,0.20134383627986308,0.15651002047243892
8,"'Lex', 'Luhn', 'Lsa'",0.1684963342561542,0.1855235112464382,0.1592946217839788,0.17563831221126672,0.2703983022013664,0.1538438880728276,0.1389540262813619,0.24071631949064917,0.12417060188607112,0.1708260377700369,0.21770143927024857,0.15779187617253024
9,"'Lex', 'Luhn', 'Lsa', 'LDA'",0.16738525775108803,0.19702536087877257,0.15878746364920224,0.17780580917856165,0.28478919391991964,0.15477391824832998,0.14007564129720323,0.24900735874853083,0.12459378793688185,0.17108848432019932,0.22966484740116108,0.15787745672786507
10,"'Lex', 'Luhn', 'Lsa', 'Tr'",0.17092075443284008,0.21114637906202371,0.1563364514117685,0.1818599972269048,0.31086811148738513,0.15296209779794823,0.14120455916106397,0.26175082619604556,0.1205710904540475,0.17282630745686617,0.24708630780365987,0.15413171345247872
11,"'Lex', 'Luhn', 'Lsa', 'Tr', 'LDA'",0.16766705423574593,0.21310225277101938,0.15484882118659965,0.1797151732319932,0.30998641109992336,0.15148858742379406,0.13979117507740568,0.26251517887670656,0.12008671311385738,0.17093534080547962,0.24773343490474695,0.15358237308126654
12,"'Lex', 'Luhn', 'Tr'",0.16967635519994242,0.21039324272673782,0.14856846757652095,0.17652197932967043,0.3229604116915883,0.1436357291630762,0.13938688290548146,0.26323218975501267,0.1154106248668227,0.16965881077554493,0.24743726550086825,0.14567317609162644
13,"'Lex', 'Luhn', 'Tr', 'LDA'",0.16855100490255476,0.20677142876028987,0.15202121332562915,0.17627033895339891,0.3093596018780308,0.1470724989262164,0.13823387910285817,0.2594827892782336,0.11695601141408077,0.1696366550533093,0.24171158447619465,0.14981259117752213
14,"'Lex', 'Tr'",0.15621359658721798,0.24465587663372898,0.1324446905959208,0.16916083751875444,0.369405519637631,0.1303386023717232,0.1345165312477575,0.2928256269439306,0.10600764571559423,0.1604435867403867,0.28568613857418107,0.1322959777044211
15,"'Lex', 'Tr', 'LDA'",0.16180713061681423,0.24579859093925385,0.14189193884504245,0.17833463884739406,0.3652157578149148,0.1412125721376395,0.140260499902444,0.2926540638539452,0.11329185823714347,0.166968241765767,0.2861502761779527,0.14180465155611577
16,"'Lex',",0.17030734463625666,0.2134050637422011,0.15654137300310433,0.18408753556049645,0.328204467198152,0.1544341541164526,0.1429381741567657,0.2715260153909256,0.12200645290193653,0.17399486876452805,0.25472500605220627,0.15550486605262231
17,"'Lsa', 'LDA'",0.17470499713402635,0.2508887254093872,0.15797379026099964,0.19803367123641685,0.35901551783863583,0.1606219947264469,0.15045623713323042,0.2842729389082834,0.12476066518643315,0.18167168117544344,0.2860941267240219,0.15849485843528224
18,"'Lsa', 'Tr'",0.16310086711292138,0.254357283937462,0.14271881298245198,0.1823496235188755,0.3683949678023048,0.1431824649765013,0.14140966827447074,0.29143051367528927,0.1144011069154327,0.16859971713318828,0.291336347271254,0.1426670521870548
19,"'Lsa', 'Tr', 'LDA'",0.16916618355972735,0.2545576399494107,0.15062247208398308,0.18997657171463506,0.36641687977415605,0.15182731133278676,0.14564841175202864,0.2903691644630763,0.11954696887859957,0.17567878956156466,0.2910292847995972,0.1512587468738825
20,"'Lsa',",0.17604532760371425,0.24985785932763846,0.15895659291043418,0.19916947918538716,0.3587018360983408,0.16162401482477565,0.15170152743573762,0.2833326414490722,0.12588332629988488,0.18321887652909624,0.2855241238790699,0.15970900751216827
21,"'Luhn', 'LDA'",0.16931004822554047,0.16760550370642016,0.1570609179970887,0.17112345492518988,0.2479919871220072,0.14982430534786068,0.13914432440889304,0.22579121666424556,0.12395644938295687,0.16907404682047503,0.1976561512182377,0.1545155319701569
22,"'Luhn', 'Lsa'",0.16647417583404187,0.19033927884220372,0.156908666383782,0.17288780869333079,0.27066985036763114,0.15116693075467127,0.13685805367504647,0.24126380987779494,0.12244188661537597,0.16797534927133836,0.21918884732285002,0.15485443018348918
23,"'Luhn', 'Lsa', 'LDA'",0.16759186640640983,0.20643801046620638,0.15753035739055204,0.1781472882126435,0.29127337409227133,0.1537931440758995,0.14216429641799075,0.25314543083154756,0.1255518506515369,0.17071019914314076,0.2365660336588531,0.15635528575774732
24,"'Luhn', 'Lsa', 'Tr'",0.17152692849261286,0.22153746458270818,0.15471855801092652,0.1823715624376614,0.3211721827065497,0.15185984211395992,0.14015803512108393,0.2669084676316732,0.11880487436651234,0.1739878914197793,0.2556885991008535,0.1533320399951185
25,"'Luhn', 'Lsa', 'Tr', 'LDA'",0.170322405847866,0.2236890162304431,0.15570392843475123,0.183432609548152,0.32100274918779814,0.1535800662499973,0.14235313546607375,0.2689569878885629,0.1218698940387663,0.17347046389197832,0.25748024471042114,0.15442128389755871
